iter	MultiClass
1513	0.09200935704
1514	0.09195387133
1515	0.09191103578
1516	0.09186805116
1517	0.09182326055
1518	0.09174591613
1519	0.0916684558
1520	0.09160539876
1521	0.09158252219
1522	0.09153317133
1523	0.09148406054
1524	0.09137375224
1525	0.09129690155
1526	0.09125054862
1527	0.09113571628
1528	0.09100025035
1529	0.09090245885
1530	0.09087138868
1531	0.09082212426
1532	0.09073458002
1533	0.09068255749
1534	0.09063331238
1535	0.09059382996
1536	0.09055426178
1537	0.09052663547
1538	0.09048114389
1539	0.09038482604
1540	0.09032307697
1541	0.09026470973
1542	0.09017472438
1543	0.09006431269
1544	0.09000352795
1545	0.0899536324
1546	0.08990511723
1547	0.08988631555
1548	0.08979924628
1549	0.08972685623
